"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/07/08","07:42","1.403","-","1.77"
"2023/07/08","07:48","1.398","-","1.75"
"2023/07/08","07:54","1.393","-","1.71"
"2023/07/08","08:00","1.385","-","1.77"
"2023/07/08","08:06","1.377","-","1.8"
"2023/07/08","08:12","1.367","-","1.75"
"2023/07/08","08:18","1.356","-","1.7"
"2023/07/08","08:24","1.344","-","1.71"
"2023/07/08","08:30","1.331","-","1.69"
"2023/07/08","08:36","1.317","-","1.69"
"2023/07/08","08:42","1.302","-","1.69"
"2023/07/08","08:48","1.286","-","1.67"
"2023/07/08","08:54","1.269","-","1.58"
"2023/07/08","09:00","1.251","-","1.61"
"2023/07/08","09:06","1.233","-","1.62"
"2023/07/08","09:12","1.214","-","1.58"
"2023/07/08","09:18","1.194","-","1.54"
"2023/07/08","09:24","1.173","-","1.48"
"2023/07/08","09:30","1.152","-","1.5"
"2023/07/08","09:36","1.131","-","1.52"
"2023/07/08","09:42","1.109","-","1.42"
"2023/07/08","09:48","1.087","-","1.43"
"2023/07/08","09:54","1.064","-","1.39"
"2023/07/08","10:00","1.042","-","1.36"
"2023/07/08","10:06","1.019","-","1.37"
"2023/07/08","10:12","0.996","-","1.34"
"2023/07/08","10:18","0.972","-","1.31"
"2023/07/08","10:24","0.949","-","1.26"
"2023/07/08","10:30","0.926","-","1.23"
"2023/07/08","10:36","0.903","-","1.23"
"2023/07/08","10:42","0.88","-","1.28"
"2023/07/08","10:48","0.858","-","1.17"
"2023/07/08","10:54","0.836","-","1.14"
"2023/07/08","11:00","0.814","-","1.14"
"2023/07/08","11:06","0.793","-","1.15"
"2023/07/08","11:12","0.772","-","1.1"
"2023/07/08","11:18","0.753","-","1.1"
"2023/07/08","11:24","0.733","-","1.03"
"2023/07/08","11:30","0.715","-","1.07"
"2023/07/08","11:36","0.698","-","1"
"2023/07/08","11:42","0.681","-","0.97"
"2023/07/08","11:48","0.666","-","1.04"
"2023/07/08","11:54","0.652","-","0.99"
"2023/07/08","12:00","0.639","-","1.02"
"2023/07/08","12:06","0.628","-","0.9"
"2023/07/08","12:12","0.618","-","0.96"
"2023/07/08","12:18","0.609","-","0.98"
"2023/07/08","12:24","0.602","-","0.96"
"2023/07/08","12:30","0.596","-","0.98"
"2023/07/08","12:36","0.592","-","0.93"
"2023/07/08","12:42","0.59","-","0.85"
"2023/07/08","12:48","0.589","-","0.9"
"2023/07/08","12:54","0.59","-","0.93"
"2023/07/08","13:00","0.593","-","0.96"
"2023/07/08","13:06","0.598","-","0.96"
"2023/07/08","13:12","0.604","-","0.87"
"2023/07/08","13:18","0.612","-","0.91"
"2023/07/08","13:24","0.622","-","0.95"
"2023/07/08","13:30","0.634","-","0.98"
"2023/07/08","13:36","0.648","-","0.97"
"2023/07/08","13:42","0.663","-","0.96"
"2023/07/08","13:48","0.68","-","0.95"
"2023/07/08","13:54","0.698","-","1.02"
"2023/07/08","14:00","0.718","-","1.07"
"2023/07/08","14:06","0.74","-","1.03"
"2023/07/08","14:12","0.763","-","1.02"
"2023/07/08","14:18","0.788","-","1.09"
"2023/07/08","14:24","0.814","-","1.11"
"2023/07/08","14:30","0.842","-","1.2"
"2023/07/08","14:36","0.871","-","1.17"
"2023/07/08","14:42","0.901","-","1.21"
"2023/07/08","14:48","0.932","-","1.23"
"2023/07/08","14:54","0.964","-","1.26"
"2023/07/08","15:00","0.997","-","1.35"
"2023/07/08","15:06","1.032","-","1.36"
"2023/07/08","15:12","1.067","-","1.3"
"2023/07/08","15:18","1.103","-","1.44"
"2023/07/08","15:24","1.139","-","1.46"
"2023/07/08","15:30","1.177","-","1.48"
"2023/07/08","15:36","1.215","-","1.5"
"2023/07/08","15:42","1.253","-","1.54"
"2023/07/08","15:48","1.292","-","1.57"
"2023/07/08","15:54","1.331","-","1.72"
"2023/07/08","16:00","1.371","-","1.67"
"2023/07/08","16:06","1.411","-","1.69"
"2023/07/08","16:12","1.451","-","1.68"
"2023/07/08","16:18","1.491","-","1.85"
"2023/07/08","16:24","1.531","-","1.86"
"2023/07/08","16:30","1.571","-","1.86"
"2023/07/08","16:36","1.611","-","1.88"
"2023/07/08","16:42","1.651","-","1.94"
"2023/07/08","16:48","1.69","-","2.02"
"2023/07/08","16:54","1.729","-","2.05"
"2023/07/08","17:00","1.767","-","2.05"
"2023/07/08","17:06","1.805","-","2.1"
"2023/07/08","17:12","1.842","-","2.13"
"2023/07/08","17:18","1.878","-","2.21"
"2023/07/08","17:24","1.914","-","2.23"
"2023/07/08","17:30","1.949","-","2.28"
"2023/07/08","17:36","1.982","-","2.3"
"2023/07/08","17:42","2.015","-","2.32"
"2023/07/08","17:48","2.046","-","2.39"
"2023/07/08","17:54","2.076","-","2.36"
"2023/07/08","18:00","2.105","-","2.4"
"2023/07/08","18:06","2.133","-","2.41"
"2023/07/08","18:12","2.159","-","2.46"
"2023/07/08","18:18","2.183","-","2.39"
"2023/07/08","18:24","2.206","-","2.52"
"2023/07/08","18:30","2.227","-","2.53"
"2023/07/08","18:36","2.246","-","2.5"
"2023/07/08","18:42","2.263","-","2.49"
"2023/07/08","18:48","2.279","-","2.59"
"2023/07/08","18:54","2.293","-","2.58"
"2023/07/08","19:00","2.304","-","2.57"
"2023/07/08","19:06","2.314","-","2.58"
"2023/07/08","19:12","2.322","-","2.61"
"2023/07/08","19:18","2.328","-","2.59"
"2023/07/08","19:24","2.332","-","2.63"
"2023/07/08","19:30","2.334","-","2.61"
"2023/07/08","19:36","2.333","-","2.64"
"2023/07/08","19:42","2.331","-","2.59"
"2023/07/08","19:48","2.327","-","2.59"
"2023/07/08","19:54","2.32","-","2.6"
"2023/07/08","20:00","2.312","-","2.61"
"2023/07/08","20:06","2.301","-","2.65"
"2023/07/08","20:12","2.289","-","2.57"
"2023/07/08","20:18","2.274","-","2.56"
"2023/07/08","20:24","2.258","-","2.59"
"2023/07/08","20:30","2.24","-","2.56"
"2023/07/08","20:36","2.22","-","2.49"
"2023/07/08","20:42","2.198","-","2.54"
"2023/07/08","20:48","2.175","-","2.46"
"2023/07/08","20:54","2.149","-","2.48"
"2023/07/08","21:00","2.122","-","2.47"
"2023/07/08","21:06","2.094","-","2.38"
"2023/07/08","21:12","2.064","-","2.37"
"2023/07/08","21:18","2.032","-","2.39"
"2023/07/08","21:24","1.999","-","2.34"
"2023/07/08","21:30","1.964","-","2.31"
"2023/07/08","21:36","1.928","-","2.31"
"2023/07/08","21:42","1.891","-","2.21"
"2023/07/08","21:48","1.852","-","2.21"
"2023/07/08","21:54","1.813","-","2.26"
"2023/07/08","22:00","1.772","-","2.24"
"2023/07/08","22:06","1.73","-","2.07"
"2023/07/08","22:12","1.688","-","2.1"
"2023/07/08","22:18","1.644","-","2.11"
"2023/07/08","22:24","1.6","-","2"
"2023/07/08","22:30","1.555","-","2.01"
"2023/07/08","22:36","1.509","-","1.99"
"2023/07/08","22:42","1.463","-","1.91"
"2023/07/08","22:48","1.417","-","1.86"
"2023/07/08","22:54","1.37","-","1.88"
"2023/07/08","23:00","1.323","-","1.82"
"2023/07/08","23:06","1.276","-","1.73"
"2023/07/08","23:12","1.228","-","1.77"
"2023/07/08","23:18","1.181","-","1.65"
"2023/07/08","23:24","1.134","-","1.6"
"2023/07/08","23:30","1.088","-","1.62"
"2023/07/08","23:36","1.041","-","1.56"
"2023/07/08","23:42","0.995","-","1.46"
"2023/07/08","23:48","0.95","-","1.38"
"2023/07/08","23:54","0.906","-","1.39"
"2023/07/09","00:00","0.862","-","1.38"
"2023/07/09","00:06","0.819","-","1.33"
"2023/07/09","00:12","0.777","-","1.24"
"2023/07/09","00:18","0.736","-","1.18"
"2023/07/09","00:24","0.697","-","1.19"
"2023/07/09","00:30","0.659","-","1.19"
"2023/07/09","00:36","0.622","-","1.09"
"2023/07/09","00:42","0.586","-","0.99"
"2023/07/09","00:48","0.552","-","1.04"
"2023/07/09","00:54","0.52","-","1.03"
"2023/07/09","01:00","0.489","-","0.98"
"2023/07/09","01:06","0.46","-","0.93"
"2023/07/09","01:12","0.433","-","0.87"
"2023/07/09","01:18","0.408","-","0.88"
"2023/07/09","01:24","0.384","-","0.8"
"2023/07/09","01:30","0.363","-","0.86"
"2023/07/09","01:36","0.343","-","0.78"
"2023/07/09","01:42","0.325","-","0.79"
"2023/07/09","01:48","0.31","-","0.74"
"2023/07/09","01:54","0.296","-","0.75"
"2023/07/09","02:00","0.284","-","0.74"
"2023/07/09","02:06","0.274","-","0.7"
"2023/07/09","02:12","0.266","-","0.7"
"2023/07/09","02:18","0.26","-","0.68"
"2023/07/09","02:24","0.256","-","0.65"
"2023/07/09","02:30","0.254","-","0.72"
"2023/07/09","02:36","0.254","-","0.67"
"2023/07/09","02:42","0.256","-","0.67"
"2023/07/09","02:48","0.259","-","0.6"
"2023/07/09","02:54","0.265","-","0.71"
"2023/07/09","03:00","0.272","-","0.71"
"2023/07/09","03:06","0.281","-","0.73"
"2023/07/09","03:12","0.291","-","0.72"
"2023/07/09","03:18","0.303","-","0.69"
"2023/07/09","03:24","0.317","-","0.68"
"2023/07/09","03:30","0.332","-","0.77"
"2023/07/09","03:36","0.349","-","0.85"
"2023/07/09","03:42","0.367","-","0.78"
"2023/07/09","03:48","0.386","-","0.7"
"2023/07/09","03:54","0.407","-","0.75"
"2023/07/09","04:00","0.429","-","0.87"
"2023/07/09","04:06","0.452","-","0.9"
"2023/07/09","04:12","0.476","-","0.9"
"2023/07/09","04:18","0.502","-","0.86"
"2023/07/09","04:24","0.528","-","0.82"
"2023/07/09","04:30","0.555","-","0.93"
"2023/07/09","04:36","0.583","-","1.04"
"2023/07/09","04:42","0.612","-","1.03"
"2023/07/09","04:48","0.641","-","0.95"
"2023/07/09","04:54","0.671","-","0.99"
"2023/07/09","05:00","0.702","-","1.09"
"2023/07/09","05:06","0.732","-","1.15"
"2023/07/09","05:12","0.764","-","1.17"
"2023/07/09","05:18","0.795","-","1.12"
"2023/07/09","05:24","0.827","-","1.12"
"2023/07/09","05:30","0.859","-","1.24"
"2023/07/09","05:36","0.891","-","1.32"
"2023/07/09","05:42","0.923","-","1.33"
"2023/07/09","05:48","0.955","-","1.29"
"2023/07/09","05:54","0.987","-","1.39"
"2023/07/09","06:00","1.018","-","1.39"
"2023/07/09","06:06","1.049","-","1.44"
"2023/07/09","06:12","1.08","-","1.51"
"2023/07/09","06:18","1.11","-","1.49"
"2023/07/09","06:24","1.139","-","1.51"
"2023/07/09","06:30","1.168","-","1.53"
"2023/07/09","06:36","1.197","-","1.65"
"2023/07/09","06:42","1.224","-","1.59"
"2023/07/09","06:48","1.251","-","1.66"
"2023/07/09","06:54","1.277","-","1.68"
"2023/07/09","07:00","1.302","-","1.73"
"2023/07/09","07:06","1.326","-","1.74"
"2023/07/09","07:12","1.349","-","1.7"
"2023/07/09","07:18","1.371","-","1.84"
"2023/07/09","07:24","1.392","-","1.78"
"2023/07/09","07:30","1.411","-","1.8"
"2023/07/09","07:36","1.43","-","1.82"
"2023/07/09","07:42","1.448","-","1.84"
"2023/07/09","07:48","1.464","-","1.84"
"2023/07/09","07:54","1.479","-","1.94"
"2023/07/09","08:00","1.493","-","1.95"
"2023/07/09","08:06","1.506","-","1.92"
"2023/07/09","08:12","1.517","-","1.9"
"2023/07/09","08:18","1.527","-","1.94"
"2023/07/09","08:24","1.536","-","1.98"
"2023/07/09","08:30","1.544","-","2.02"
"2023/07/09","08:36","1.551","-","1.93"
"2023/07/09","08:42","1.556","-","1.91"
"2023/07/09","08:48","1.56","-","1.95"
"2023/07/09","08:54","1.563","-","2.03"
"2023/07/09","09:00","1.564","-","1.99"
"2023/07/09","09:06","1.565","-","1.95"
"2023/07/09","09:12","1.564","-","1.94"
"2023/07/09","09:18","1.562","-","1.95"
"2023/07/09","09:24","1.559","-","2.03"
"2023/07/09","09:30","1.554","-","1.98"
"2023/07/09","09:36","1.549","-","1.94"
"2023/07/09","09:42","1.543","-","1.92"
"2023/07/09","09:48","1.535","-","1.92"
"2023/07/09","09:54","1.527","-","1.99"
"2023/07/09","10:00","1.517","-","2"
"2023/07/09","10:06","1.507","-","1.87"
"2023/07/09","10:12","1.496","-","1.87"
"2023/07/09","10:18","1.484","-","1.89"
"2023/07/09","10:24","1.471","-","1.95"
"2023/07/09","10:30","1.457","-","1.93"
"2023/07/09","10:36","1.443","-","1.87"
"2023/07/09","10:42","1.428","-","1.82"
"2023/07/09","10:48","1.412","-","1.83"
"2023/07/09","10:54","1.396","-","1.87"
"2023/07/09","11:00","1.379","-","1.84"
"2023/07/09","11:06","1.362","-","1.77"
"2023/07/09","11:12","1.345","-","1.8"
"2023/07/09","11:18","1.327","-","1.71"
"2023/07/09","11:24","1.31","-","1.82"
"2023/07/09","11:30","1.292","-","1.78"
"2023/07/09","11:36","1.274","-","1.73"
"2023/07/09","11:42","1.256","-","1.7"
"2023/07/09","11:48","1.238","-","1.7"
"2023/07/09","11:54","1.22","-","1.64"
"2023/07/09","12:00","1.202","-","1.66"
"2023/07/09","12:06","1.185","-","1.67"
"2023/07/09","12:12","1.168","-","1.61"
"2023/07/09","12:18","1.151","-","1.53"
"2023/07/09","12:24","1.135","-","1.6"
"2023/07/09","12:30","1.12","-","1.64"
"2023/07/09","12:36","1.105","-","1.52"
"2023/07/09","12:42","1.09","-","1.53"
"2023/07/09","12:48","1.077","-","1.49"
"2023/07/09","12:54","1.064","-","1.51"
"2023/07/09","13:00","1.052","-","1.46"
"2023/07/09","13:06","1.041","-","1.51"
"2023/07/09","13:12","1.031","-","1.49"
"2023/07/09","13:18","1.021","-","1.4"
"2023/07/09","13:24","1.013","-","1.36"
"2023/07/09","13:30","1.006","-","1.46"
"2023/07/09","13:36","1","-","1.43"
"2023/07/09","13:42","0.995","-","1.38"
"2023/07/09","13:48","0.991","-","1.41"
"2023/07/09","13:54","0.988","-","1.39"
"2023/07/09","14:00","0.987","-","1.38"
"2023/07/09","14:06","0.986","-","1.41"
"2023/07/09","14:12","0.987","-","1.42"
"2023/07/09","14:18","0.989","-","1.38"
"2023/07/09","14:24","0.992","-","1.39"
"2023/07/09","14:30","0.997","-","1.31"
"2023/07/09","14:36","1.002","-","1.39"
"2023/07/09","14:42","1.009","-","1.46"
"2023/07/09","14:48","1.017","-","1.41"
"2023/07/09","14:54","1.026","-","1.34"
"2023/07/09","15:00","1.036","-","1.43"
"2023/07/09","15:06","1.048","-","1.34"
"2023/07/09","15:12","1.06","-","1.48"
"2023/07/09","15:18","1.074","-","1.44"
"2023/07/09","15:24","1.089","-","1.42"
"2023/07/09","15:30","1.104","-","1.43"
"2023/07/09","15:36","1.121","-","1.48"
"2023/07/09","15:42","1.139","-","1.49"
"2023/07/09","15:48","1.158","-","1.48"
"2023/07/09","15:54","1.177","-","1.49"
"2023/07/09","16:00","1.198","-","1.51"
"2023/07/09","16:06","1.219","-","1.54"
"2023/07/09","16:12","1.241","-","1.57"
"2023/07/09","16:18","1.263","-","1.62"
"2023/07/09","16:24","1.287","-","1.64"
"2023/07/09","16:30","1.31","-","1.64"
"2023/07/09","16:36","1.335","-","1.61"
"2023/07/09","16:42","1.36","-","1.7"
"2023/07/09","16:48","1.385","-","1.72"
"2023/07/09","16:54","1.41","-","1.77"
"2023/07/09","17:00","1.436","-","1.77"
"2023/07/09","17:06","1.462","-","1.81"
"2023/07/09","17:12","1.488","-","1.81"
"2023/07/09","17:18","1.514","-","1.82"
"2023/07/09","17:24","1.541","-","1.89"
"2023/07/09","17:30","1.567","-","1.93"
"2023/07/09","17:36","1.593","-","1.91"
"2023/07/09","17:42","1.618","-","1.95"
"2023/07/09","17:48","1.644","-","1.98"
"2023/07/09","17:54","1.669","-","2.01"
"2023/07/09","18:00","1.694","-","2.05"
"2023/07/09","18:06","1.718","-","2.01"
"2023/07/09","18:12","1.741","-","2.12"
"2023/07/09","18:18","1.764","-","2.15"
"2023/07/09","18:24","1.787","-","2.14"
"2023/07/09","18:30","1.808","-","2.11"
"2023/07/09","18:36","1.829","-","2.18"
"2023/07/09","18:42","1.849","-","2.15"
"2023/07/09","18:48","1.868","-","2.21"
"2023/07/09","18:54","1.886","-","2.27"
"2023/07/09","19:00","1.903","-","2.26"
"2023/07/09","19:06","1.919","-","2.23"
"2023/07/09","19:12","1.934","-","2.29"
"2023/07/09","19:18","1.947","-","2.3"
"2023/07/09","19:24","1.96","-","2.34"
"2023/07/09","19:30","1.971","-","2.3"
"2023/07/09","19:36","1.981","-","2.38"
"2023/07/09","19:42","1.989","-","2.33"
"2023/07/09","19:48","1.996","-","2.34"
"2023/07/09","19:54","2.002","-","2.36"
"2023/07/09","20:00","2.007","-","2.37"
"2023/07/09","20:06","2.009","-","2.38"
"2023/07/09","20:12","2.011","-","2.39"
"2023/07/09","20:18","2.011","-","2.42"
"2023/07/09","20:24","2.009","-","2.35"
"2023/07/09","20:30","2.006","-","2.38"
"2023/07/09","20:36","2.001","-","2.38"
"2023/07/09","20:42","1.995","-","2.38"
"2023/07/09","20:48","1.987","-","2.4"
"2023/07/09","20:54","1.977","-","2.38"
"2023/07/09","21:00","1.966","-","2.35"
"2023/07/09","21:06","1.954","-","2.33"
"2023/07/09","21:12","1.939","-","2.34"
"2023/07/09","21:18","1.923","-","2.35"
"2023/07/09","21:24","1.906","-","2.28"
"2023/07/09","21:30","1.887","-","2.31"
"2023/07/09","21:36","1.866","-","2.29"
"2023/07/09","21:42","1.844","-","2.26"
"2023/07/09","21:48","1.821","-","2.27"
"2023/07/09","21:54","1.795","-","2.21"
"2023/07/09","22:00","1.769","-","2.19"
"2023/07/09","22:06","1.741","-","2.14"
"2023/07/09","22:12","1.712","-","2.17"
"2023/07/09","22:18","1.681","-","2.13"
"2023/07/09","22:24","1.65","-","2.08"
"2023/07/09","22:30","1.617","-","2.05"
"2023/07/09","22:36","1.583","-","2.01"
"2023/07/09","22:42","1.548","-","1.98"
"2023/07/09","22:48","1.512","-","1.95"
"2023/07/09","22:54","1.475","-","1.93"
"2023/07/09","23:00","1.437","-","1.87"
"2023/07/09","23:06","1.399","-","1.85"
"2023/07/09","23:12","1.36","-","1.82"
"2023/07/09","23:18","1.32","-","1.78"
"2023/07/09","23:24","1.28","-","1.74"
"2023/07/09","23:30","1.239","-","1.65"
"2023/07/09","23:36","1.198","-","1.65"
"2023/07/09","23:42","1.157","-","1.65"
"2023/07/09","23:48","1.115","-","1.55"
"2023/07/09","23:54","1.074","-","1.48"
"2023/07/10","00:00","1.032","-","1.52"
"2023/07/10","00:06","0.991","-","1.43"
"2023/07/10","00:12","0.95","-","1.39"
"2023/07/10","00:18","0.909","-","1.32"
"2023/07/10","00:24","0.868","-","1.3"
"2023/07/10","00:30","0.828","-","1.29"
"2023/07/10","00:36","0.789","-","1.26"
"2023/07/10","00:42","0.75","-","1.17"
"2023/07/10","00:48","0.712","-","1.14"
"2023/07/10","00:54","0.674","-","1.06"
"2023/07/10","01:00","0.637","-","1.1"
"2023/07/10","01:06","0.602","-","1.04"
"2023/07/10","01:12","0.567","-","1.01"
"2023/07/10","01:18","0.533","-","0.98"
"2023/07/10","01:24","0.501","-","0.91"
"2023/07/10","01:30","0.469","-","0.91"
"2023/07/10","01:36","0.439","-","0.91"
"2023/07/10","01:42","0.41","-","0.82"
"2023/07/10","01:48","0.383","-","0.83"
"2023/07/10","01:54","0.357","-","0.8"
"2023/07/10","02:00","0.332","-","0.73"
"2023/07/10","02:06","0.309","-","0.74"
"2023/07/10","02:12","0.287","-","0.76"
"2023/07/10","02:18","0.267","-","0.7"
"2023/07/10","02:24","0.249","-","0.59"
"2023/07/10","02:30","0.233","-","0.61"
"2023/07/10","02:36","0.218","-","0.67"
"2023/07/10","02:42","0.205","-","0.68"
"2023/07/10","02:48","0.193","-","0.64"
"2023/07/10","02:54","0.184","-","0.55"
"2023/07/10","03:00","0.176","-","0.55"
"2023/07/10","03:06","0.17","-","0.61"
"2023/07/10","03:12","0.166","-","0.64"
"2023/07/10","03:18","0.164","-","0.62"
"2023/07/10","03:24","0.164","-","0.57"
"2023/07/10","03:30","0.166","-","0.55"
"2023/07/10","03:36","0.169","-","0.55"
"2023/07/10","03:42","0.174","-","0.63"
"2023/07/10","03:48","0.181","-","0.65"
"2023/07/10","03:54","0.19","-","0.58"
"2023/07/10","04:00","0.201","-","0.6"
"2023/07/10","04:06","0.213","-","0.67"
"2023/07/10","04:12","0.227","-","0.62"
"2023/07/10","04:18","0.242","-","0.65"
"2023/07/10","04:24","0.26","-","0.71"
"2023/07/10","04:30","0.278","-","0.67"
"2023/07/10","04:36","0.299","-","0.64"
"2023/07/10","04:42","0.32","-","0.78"
"2023/07/10","04:48","0.343","-","0.7"
"2023/07/10","04:54","0.367","-","0.74"
"2023/07/10","05:00","0.393","-","0.82"
"2023/07/10","05:06","0.42","-","0.79"
"2023/07/10","05:12","0.447","-","0.81"
"2023/07/10","05:18","0.476","-","0.84"
"2023/07/10","05:24","0.506","-","0.91"
"2023/07/10","05:30","0.536","-","0.88"
"2023/07/10","05:36","0.568","-","0.94"
"2023/07/10","05:42","0.6","-","0.99"
"2023/07/10","05:48","0.633","-","1.02"
"2023/07/10","05:54","0.666","-","1.07"
"2023/07/10","06:00","0.7","-","1.09"
"2023/07/10","06:06","0.735","-","1.08"
"2023/07/10","06:12","0.769","-","1.22"
"2023/07/10","06:18","0.804","-","1.21"
"2023/07/10","06:24","0.84","-","1.23"
"2023/07/10","06:30","0.875","-","1.22"
"2023/07/10","06:36","0.911","-","1.28"
"2023/07/10","06:42","0.947","-","1.39"
"2023/07/10","06:48","0.982","-","1.36"
"2023/07/10","06:54","1.018","-","1.37"
"2023/07/10","07:00","1.054","-","1.37"
"2023/07/10","07:06","1.089","-","1.5"
"2023/07/10","07:12","1.124","-","1.52"
"2023/07/10","07:18","1.159","-","1.52"
"2023/07/10","07:24","1.194","-","1.54"
"2023/07/10","07:30","1.228","-","1.57"
"2023/07/10","07:36","1.261","-","1.66"
"2023/07/10","07:42","1.295","-","1.71"
"2023/07/10","07:48","1.327","-","1.7"
"2023/07/10","07:54","1.359","-","1.69"
"2023/07/10","08:00","1.391","-","1.74"
"2023/07/10","08:06","1.421","-","1.83"
"2023/07/10","08:12","1.451","-","1.87"
"2023/07/10","08:18","1.48","-","1.89"
"2023/07/10","08:24","1.508","-","1.86"
"2023/07/10","08:30","1.536","-","1.87"
"2023/07/10","08:36","1.562","-","1.98"
"2023/07/10","08:42","1.587","-","1.99"
"2023/07/10","08:48","1.611","-","1.97"
"2023/07/10","08:54","1.634","-","2.01"
"2023/07/10","09:00","1.656","-","2.01"
"2023/07/10","09:06","1.677","-","2.03"
"2023/07/10","09:12","1.697","-","2.1"
"2023/07/10","09:18","1.715","-","2.14"
"2023/07/10","09:24","1.732","-","2.1"
"2023/07/10","09:30","1.748","-","2.13"
"2023/07/10","09:36","1.762","-","2.1"
"2023/07/10","09:42","1.775","-","2.13"
"2023/07/10","09:48","1.787","-","2.22"
"2023/07/10","09:54","1.797","-","2.23"
"2023/07/10","10:00","1.806","-","2.15"
"2023/07/10","10:06","1.814","-","2.18"
"2023/07/10","10:12","1.82","-","2.23"
"2023/07/10","10:18","1.825","-","2.27"
"2023/07/10","10:24","1.829","-","2.24"
"2023/07/10","10:30","1.831","-","2.23"
"2023/07/10","10:36","1.832","-","2.23"
"2023/07/10","10:42","1.832","-","2.26"
"2023/07/10","10:48","1.83","-","2.24"
"2023/07/10","10:54","1.828","-","2.26"
"2023/07/10","11:00","1.824","-","2.22"
"2023/07/10","11:06","1.819","-","2.22"
"2023/07/10","11:12","1.813","-","2.2"
"2023/07/10","11:18","1.806","-","2.25"
"2023/07/10","11:24","1.798","-","2.26"
"2023/07/10","11:30","1.789","-","2.17"
"2023/07/10","11:36","1.78","-","2.2"
"2023/07/10","11:42","1.769","-","2.22"
"2023/07/10","11:48","1.758","-","2.15"
"2023/07/10","11:54","1.746","-","2.21"
"2023/07/10","12:00","1.733","-","2.16"
"2023/07/10","12:06","1.72","-","2.09"
