"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/07/05","19:06","2.698","-","3.06"
"2023/07/05","19:12","2.652","-","3.03"
"2023/07/05","19:18","2.605","-","3"
"2023/07/05","19:24","2.555","-","2.94"
"2023/07/05","19:30","2.504","-","2.93"
"2023/07/05","19:36","2.452","-","2.88"
"2023/07/05","19:42","2.398","-","2.79"
"2023/07/05","19:48","2.343","-","2.75"
"2023/07/05","19:54","2.287","-","2.73"
"2023/07/05","20:00","2.229","-","2.69"
"2023/07/05","20:06","2.171","-","2.68"
"2023/07/05","20:12","2.113","-","2.6"
"2023/07/05","20:18","2.053","-","2.51"
"2023/07/05","20:24","1.994","-","2.41"
"2023/07/05","20:30","1.934","-","2.44"
"2023/07/05","20:36","1.873","-","2.4"
"2023/07/05","20:42","1.813","-","2.36"
"2023/07/05","20:48","1.753","-","2.28"
"2023/07/05","20:54","1.693","-","2.12"
"2023/07/05","21:00","1.633","-","2.24"
"2023/07/05","21:06","1.573","-","2.2"
"2023/07/05","21:12","1.514","-","2.08"
"2023/07/05","21:18","1.456","-","1.96"
"2023/07/05","21:24","1.399","-","1.89"
"2023/07/05","21:30","1.342","-","1.84"
"2023/07/05","21:36","1.286","-","1.95"
"2023/07/05","21:42","1.231","-","1.83"
"2023/07/05","21:48","1.178","-","1.73"
"2023/07/05","21:54","1.125","-","1.6"
"2023/07/05","22:00","1.074","-","1.67"
"2023/07/05","22:06","1.025","-","1.61"
"2023/07/05","22:12","0.977","-","1.58"
"2023/07/05","22:18","0.931","-","1.49"
"2023/07/05","22:24","0.886","-","1.49"
"2023/07/05","22:30","0.843","-","1.34"
"2023/07/05","22:36","0.802","-","1.38"
"2023/07/05","22:42","0.763","-","1.35"
"2023/07/05","22:48","0.727","-","1.28"
"2023/07/05","22:54","0.692","-","1.2"
"2023/07/05","23:00","0.659","-","1.2"
"2023/07/05","23:06","0.629","-","1.12"
"2023/07/05","23:12","0.601","-","1.11"
"2023/07/05","23:18","0.576","-","1.16"
"2023/07/05","23:24","0.552","-","1.06"
"2023/07/05","23:30","0.532","-","0.98"
"2023/07/05","23:36","0.513","-","0.95"
"2023/07/05","23:42","0.498","-","1"
"2023/07/05","23:48","0.484","-","0.98"
"2023/07/05","23:54","0.473","-","0.93"
"2023/07/06","00:00","0.465","-","0.86"
"2023/07/06","00:06","0.459","-","0.88"
"2023/07/06","00:12","0.456","-","0.86"
"2023/07/06","00:18","0.454","-","0.97"
"2023/07/06","00:24","0.455","-","0.83"
"2023/07/06","00:30","0.459","-","0.78"
"2023/07/06","00:36","0.464","-","0.89"
"2023/07/06","00:42","0.472","-","0.88"
"2023/07/06","00:48","0.482","-","0.85"
"2023/07/06","00:54","0.494","-","0.89"
"2023/07/06","01:00","0.507","-","0.92"
"2023/07/06","01:06","0.522","-","0.9"
"2023/07/06","01:12","0.539","-","0.91"
"2023/07/06","01:18","0.558","-","0.96"
"2023/07/06","01:24","0.578","-","0.91"
"2023/07/06","01:30","0.599","-","0.95"
"2023/07/06","01:36","0.621","-","0.99"
"2023/07/06","01:42","0.645","-","0.98"
"2023/07/06","01:48","0.669","-","1.01"
"2023/07/06","01:54","0.694","-","1.06"
"2023/07/06","02:00","0.72","-","1.03"
"2023/07/06","02:06","0.746","-","1.05"
"2023/07/06","02:12","0.773","-","1.15"
"2023/07/06","02:18","0.801","-","1.11"
"2023/07/06","02:24","0.828","-","1.16"
"2023/07/06","02:30","0.856","-","1.18"
"2023/07/06","02:36","0.883","-","1.22"
"2023/07/06","02:42","0.911","-","1.26"
"2023/07/06","02:48","0.938","-","1.29"
"2023/07/06","02:54","0.965","-","1.3"
"2023/07/06","03:00","0.992","-","1.33"
"2023/07/06","03:06","1.018","-","1.26"
"2023/07/06","03:12","1.044","-","1.43"
"2023/07/06","03:18","1.068","-","1.41"
"2023/07/06","03:24","1.092","-","1.45"
"2023/07/06","03:30","1.116","-","1.4"
"2023/07/06","03:36","1.138","-","1.44"
"2023/07/06","03:42","1.159","-","1.49"
"2023/07/06","03:48","1.179","-","1.47"
"2023/07/06","03:54","1.198","-","1.56"
"2023/07/06","04:00","1.216","-","1.6"
"2023/07/06","04:06","1.233","-","1.52"
"2023/07/06","04:12","1.248","-","1.53"
"2023/07/06","04:18","1.261","-","1.57"
"2023/07/06","04:24","1.273","-","1.63"
"2023/07/06","04:30","1.284","-","1.57"
"2023/07/06","04:36","1.293","-","1.63"
"2023/07/06","04:42","1.3","-","1.6"
"2023/07/06","04:48","1.305","-","1.63"
"2023/07/06","04:54","1.309","-","1.65"
"2023/07/06","05:00","1.311","-","1.58"
"2023/07/06","05:06","1.311","-","1.58"
"2023/07/06","05:12","1.309","-","1.54"
"2023/07/06","05:18","1.305","-","1.67"
"2023/07/06","05:24","1.3","-","1.66"
"2023/07/06","05:30","1.292","-","1.57"
"2023/07/06","05:36","1.282","-","1.51"
"2023/07/06","05:42","1.271","-","1.55"
"2023/07/06","05:48","1.257","-","1.6"
"2023/07/06","05:54","1.242","-","1.49"
"2023/07/06","06:00","1.225","-","1.48"
"2023/07/06","06:06","1.206","-","1.48"
"2023/07/06","06:12","1.185","-","1.53"
"2023/07/06","06:18","1.162","-","1.52"
"2023/07/06","06:24","1.137","-","1.42"
"2023/07/06","06:30","1.111","-","1.36"
"2023/07/06","06:36","1.084","-","1.43"
"2023/07/06","06:42","1.055","-","1.45"
"2023/07/06","06:48","1.024","-","1.35"
"2023/07/06","06:54","0.992","-","1.3"
"2023/07/06","07:00","0.959","-","1.26"
"2023/07/06","07:06","0.925","-","1.27"
"2023/07/06","07:12","0.89","-","1.25"
"2023/07/06","07:18","0.854","-","1.26"
"2023/07/06","07:24","0.817","-","1.19"
"2023/07/06","07:30","0.78","-","1.12"
"2023/07/06","07:36","0.742","-","1.09"
"2023/07/06","07:42","0.703","-","1.06"
"2023/07/06","07:48","0.664","-","1.07"
"2023/07/06","07:54","0.625","-","0.99"
"2023/07/06","08:00","0.586","-","0.96"
"2023/07/06","08:06","0.547","-","0.93"
"2023/07/06","08:12","0.508","-","0.89"
"2023/07/06","08:18","0.47","-","0.8"
"2023/07/06","08:24","0.431","-","0.85"
"2023/07/06","08:30","0.393","-","0.87"
"2023/07/06","08:36","0.356","-","0.76"
"2023/07/06","08:42","0.319","-","0.63"
"2023/07/06","08:48","0.283","-","0.68"
"2023/07/06","08:54","0.247","-","0.67"
"2023/07/06","09:00","0.213","-","0.56"
"2023/07/06","09:06","0.18","-","0.63"
"2023/07/06","09:12","0.147","-","0.48"
"2023/07/06","09:18","0.116","-","0.4"
"2023/07/06","09:24","0.086","-","0.49"
"2023/07/06","09:30","0.058","-","0.49"
"2023/07/06","09:36","0.03","-","0.38"
"2023/07/06","09:42","0.005","-","0.41"
"2023/07/06","09:48","-0.02","-","0.35"
"2023/07/06","09:54","-0.042","-","0.31"
"2023/07/06","10:00","-0.063","-","0.33"
"2023/07/06","10:06","-0.082","-","0.32"
"2023/07/06","10:12","-0.099","-","0.24"
"2023/07/06","10:18","-0.115","-","0.22"
"2023/07/06","10:24","-0.128","-","0.27"
"2023/07/06","10:30","-0.139","-","0.25"
"2023/07/06","10:36","-0.148","-","0.23"
"2023/07/06","10:42","-0.155","-","0.2"
"2023/07/06","10:48","-0.16","-","0.23"
"2023/07/06","10:54","-0.162","-","0.18"
"2023/07/06","11:00","-0.162","-","0.24"
"2023/07/06","11:06","-0.16","-","0.17"
"2023/07/06","11:12","-0.154","-","0.25"
"2023/07/06","11:18","-0.147","-","0.2"
"2023/07/06","11:24","-0.137","-","0.14"
"2023/07/06","11:30","-0.124","-","0.34"
"2023/07/06","11:36","-0.108","-","0.21"
"2023/07/06","11:42","-0.09","-","0.19"
"2023/07/06","11:48","-0.069","-","0.32"
"2023/07/06","11:54","-0.046","-","0.34"
"2023/07/06","12:00","-0.02","-","0.33"
"2023/07/06","12:06","0.009","-","0.33"
"2023/07/06","12:12","0.04","-","0.36"
"2023/07/06","12:18","0.074","-","0.43"
"2023/07/06","12:24","0.111","-","0.44"
"2023/07/06","12:30","0.15","-","0.5"
"2023/07/06","12:36","0.191","-","0.54"
"2023/07/06","12:42","0.235","-","0.52"
"2023/07/06","12:48","0.281","-","0.6"
"2023/07/06","12:54","0.33","-","0.63"
"2023/07/06","13:00","0.38","-","0.72"
"2023/07/06","13:06","0.432","-","0.76"
"2023/07/06","13:12","0.486","-","0.78"
"2023/07/06","13:18","0.542","-","0.85"
"2023/07/06","13:24","0.6","-","0.94"
"2023/07/06","13:30","0.659","-","0.96"
"2023/07/06","13:36","0.72","-","1.03"
"2023/07/06","13:42","0.781","-","1.08"
"2023/07/06","13:48","0.844","-","1.15"
"2023/07/06","13:54","0.908","-","1.21"
"2023/07/06","14:00","0.972","-","1.26"
"2023/07/06","14:06","1.038","-","1.33"
"2023/07/06","14:12","1.104","-","1.39"
"2023/07/06","14:18","1.17","-","1.42"
"2023/07/06","14:24","1.237","-","1.57"
"2023/07/06","14:30","1.304","-","1.57"
"2023/07/06","14:36","1.371","-","1.61"
"2023/07/06","14:42","1.437","-","1.66"
"2023/07/06","14:48","1.504","-","1.72"
"2023/07/06","14:54","1.57","-","1.9"
"2023/07/06","15:00","1.636","-","1.95"
"2023/07/06","15:06","1.701","-","1.87"
"2023/07/06","15:12","1.766","-","1.96"
"2023/07/06","15:18","1.83","-","2.09"
"2023/07/06","15:24","1.893","-","2.18"
"2023/07/06","15:30","1.955","-","2.25"
"2023/07/06","15:36","2.016","-","2.25"
"2023/07/06","15:42","2.075","-","2.15"
"2023/07/06","15:48","2.134","-","2.38"
"2023/07/06","15:54","2.191","-","2.48"
"2023/07/06","16:00","2.246","-","2.47"
"2023/07/06","16:06","2.3","-","2.51"
"2023/07/06","16:12","2.352","-","2.51"
"2023/07/06","16:18","2.402","-","2.58"
"2023/07/06","16:24","2.451","-","2.68"
"2023/07/06","16:30","2.497","-","2.74"
"2023/07/06","16:36","2.541","-","2.75"
"2023/07/06","16:42","2.583","-","2.78"
"2023/07/06","16:48","2.623","-","2.83"
"2023/07/06","16:54","2.66","-","2.88"
"2023/07/06","17:00","2.695","-","2.9"
"2023/07/06","17:06","2.728","-","3.01"
"2023/07/06","17:12","2.758","-","2.96"
"2023/07/06","17:18","2.785","-","3"
"2023/07/06","17:24","2.809","-","3.03"
"2023/07/06","17:30","2.831","-","3.12"
"2023/07/06","17:36","2.85","-","3.09"
"2023/07/06","17:42","2.866","-","3.1"
"2023/07/06","17:48","2.879","-","3.03"
"2023/07/06","17:54","2.889","-","3.17"
"2023/07/06","18:00","2.896","-","3.17"
"2023/07/06","18:06","2.9","-","3.18"
"2023/07/06","18:12","2.901","-","3.17"
"2023/07/06","18:18","2.899","-","3.14"
"2023/07/06","18:24","2.894","-","3.06"
"2023/07/06","18:30","2.886","-","3.14"
"2023/07/06","18:36","2.875","-","3.22"
"2023/07/06","18:42","2.862","-","3.11"
"2023/07/06","18:48","2.845","-","3.08"
"2023/07/06","18:54","2.826","-","3.08"
"2023/07/06","19:00","2.804","-","3.11"
"2023/07/06","19:06","2.779","-","3.1"
"2023/07/06","19:12","2.752","-","3.02"
"2023/07/06","19:18","2.722","-","3.05"
"2023/07/06","19:24","2.691","-","3.02"
"2023/07/06","19:30","2.656","-","2.95"
"2023/07/06","19:36","2.62","-","3.01"
"2023/07/06","19:42","2.582","-","2.94"
"2023/07/06","19:48","2.541","-","2.88"
"2023/07/06","19:54","2.499","-","2.83"
"2023/07/06","20:00","2.455","-","2.84"
"2023/07/06","20:06","2.41","-","2.76"
"2023/07/06","20:12","2.363","-","2.74"
"2023/07/06","20:18","2.314","-","2.76"
"2023/07/06","20:24","2.264","-","2.66"
"2023/07/06","20:30","2.214","-","2.61"
"2023/07/06","20:36","2.162","-","2.57"
"2023/07/06","20:42","2.109","-","2.48"
"2023/07/06","20:48","2.055","-","2.45"
"2023/07/06","20:54","2.001","-","2.45"
"2023/07/06","21:00","1.945","-","2.38"
"2023/07/06","21:06","1.89","-","2.31"
"2023/07/06","21:12","1.834","-","2.27"
"2023/07/06","21:18","1.777","-","2.26"
"2023/07/06","21:24","1.721","-","2.17"
"2023/07/06","21:30","1.664","-","2.1"
"2023/07/06","21:36","1.607","-","1.98"
"2023/07/06","21:42","1.551","-","2.02"
"2023/07/06","21:48","1.494","-","1.99"
"2023/07/06","21:54","1.438","-","1.9"
"2023/07/06","22:00","1.383","-","1.76"
"2023/07/06","22:06","1.327","-","1.74"
"2023/07/06","22:12","1.273","-","1.71"
"2023/07/06","22:18","1.219","-","1.69"
"2023/07/06","22:24","1.166","-","1.68"
"2023/07/06","22:30","1.114","-","1.52"
"2023/07/06","22:36","1.063","-","1.35"
"2023/07/06","22:42","1.013","-","1.45"
"2023/07/06","22:48","0.965","-","1.48"
"2023/07/06","22:54","0.918","-","1.35"
"2023/07/06","23:00","0.872","-","1.2"
"2023/07/06","23:06","0.828","-","1.15"
"2023/07/06","23:12","0.786","-","1.28"
"2023/07/06","23:18","0.745","-","1.18"
"2023/07/06","23:24","0.707","-","1.03"
"2023/07/06","23:30","0.67","-","1.04"
"2023/07/06","23:36","0.635","-","1.09"
"2023/07/06","23:42","0.603","-","0.91"
"2023/07/06","23:48","0.573","-","0.99"
"2023/07/06","23:54","0.545","-","0.94"
"2023/07/07","00:00","0.519","-","0.87"
"2023/07/07","00:06","0.496","-","0.83"
"2023/07/07","00:12","0.475","-","0.85"
"2023/07/07","00:18","0.457","-","0.83"
"2023/07/07","00:24","0.441","-","0.78"
"2023/07/07","00:30","0.427","-","0.86"
"2023/07/07","00:36","0.416","-","0.74"
"2023/07/07","00:42","0.408","-","0.67"
"2023/07/07","00:48","0.401","-","0.84"
"2023/07/07","00:54","0.398","-","0.78"
"2023/07/07","01:00","0.396","-","0.77"
"2023/07/07","01:06","0.397","-","0.7"
"2023/07/07","01:12","0.4","-","0.8"
"2023/07/07","01:18","0.405","-","0.74"
"2023/07/07","01:24","0.412","-","0.8"
"2023/07/07","01:30","0.421","-","0.79"
"2023/07/07","01:36","0.432","-","0.78"
"2023/07/07","01:42","0.445","-","0.72"
"2023/07/07","01:48","0.459","-","0.83"
"2023/07/07","01:54","0.475","-","0.87"
"2023/07/07","02:00","0.493","-","0.76"
"2023/07/07","02:06","0.512","-","0.79"
"2023/07/07","02:12","0.532","-","0.92"
"2023/07/07","02:18","0.554","-","0.8"
"2023/07/07","02:24","0.576","-","0.9"
"2023/07/07","02:30","0.599","-","0.93"
"2023/07/07","02:36","0.624","-","0.92"
"2023/07/07","02:42","0.649","-","0.93"
"2023/07/07","02:48","0.675","-","0.98"
"2023/07/07","02:54","0.701","-","1.01"
"2023/07/07","03:00","0.728","-","0.98"
"2023/07/07","03:06","0.755","-","1.01"
"2023/07/07","03:12","0.783","-","1.09"
"2023/07/07","03:18","0.81","-","1.08"
"2023/07/07","03:24","0.838","-","1.14"
"2023/07/07","03:30","0.866","-","1.15"
"2023/07/07","03:36","0.894","-","1.2"
"2023/07/07","03:42","0.922","-","1.22"
"2023/07/07","03:48","0.949","-","1.19"
"2023/07/07","03:54","0.977","-","1.24"
"2023/07/07","04:00","1.003","-","1.31"
"2023/07/07","04:06","1.03","-","1.38"
"2023/07/07","04:12","1.056","-","1.31"
"2023/07/07","04:18","1.081","-","1.36"
"2023/07/07","04:24","1.105","-","1.43"
"2023/07/07","04:30","1.129","-","1.44"
"2023/07/07","04:36","1.152","-","1.47"
"2023/07/07","04:42","1.174","-","1.47"
"2023/07/07","04:48","1.195","-","1.48"
"2023/07/07","04:54","1.215","-","1.49"
"2023/07/07","05:00","1.233","-","1.5"
"2023/07/07","05:06","1.251","-","1.54"
"2023/07/07","05:12","1.267","-","1.63"
"2023/07/07","05:18","1.282","-","1.57"
"2023/07/07","05:24","1.295","-","1.57"
"2023/07/07","05:30","1.307","-","1.58"
"2023/07/07","05:36","1.317","-","1.68"
"2023/07/07","05:42","1.325","-","1.64"
"2023/07/07","05:48","1.332","-","1.57"
"2023/07/07","05:54","1.338","-","1.66"
"2023/07/07","06:00","1.341","-","1.71"
"2023/07/07","06:06","1.343","-","1.63"
"2023/07/07","06:12","1.343","-","1.77"
"2023/07/07","06:18","1.341","-","1.65"
"2023/07/07","06:24","1.337","-","1.62"
"2023/07/07","06:30","1.332","-","1.73"
"2023/07/07","06:36","1.325","-","1.76"
"2023/07/07","06:42","1.316","-","1.62"
"2023/07/07","06:48","1.305","-","1.57"
"2023/07/07","06:54","1.293","-","1.67"
"2023/07/07","07:00","1.279","-","1.68"
"2023/07/07","07:06","1.263","-","1.64"
"2023/07/07","07:12","1.246","-","1.59"
"2023/07/07","07:18","1.227","-","1.5"
"2023/07/07","07:24","1.207","-","1.57"
"2023/07/07","07:30","1.186","-","1.65"
"2023/07/07","07:36","1.164","-","1.61"
"2023/07/07","07:42","1.14","-","1.47"
"2023/07/07","07:48","1.115","-","1.49"
"2023/07/07","07:54","1.089","-","1.47"
"2023/07/07","08:00","1.063","-","1.55"
"2023/07/07","08:06","1.035","-","1.46"
"2023/07/07","08:12","1.007","-","1.41"
"2023/07/07","08:18","0.978","-","1.4"
"2023/07/07","08:24","0.949","-","1.43"
"2023/07/07","08:30","0.919","-","1.33"
"2023/07/07","08:36","0.889","-","1.27"
"2023/07/07","08:42","0.858","-","1.28"
"2023/07/07","08:48","0.828","-","1.21"
"2023/07/07","08:54","0.797","-","1.22"
"2023/07/07","09:00","0.766","-","1.25"
"2023/07/07","09:06","0.735","-","1.14"
"2023/07/07","09:12","0.704","-","1.05"
"2023/07/07","09:18","0.674","-","1.13"
"2023/07/07","09:24","0.643","-","1.08"
"2023/07/07","09:30","0.613","-","1.03"
"2023/07/07","09:36","0.584","-","1.03"
"2023/07/07","09:42","0.554","-","0.97"
"2023/07/07","09:48","0.526","-","0.9"
"2023/07/07","09:54","0.498","-","0.94"
"2023/07/07","10:00","0.47","-","0.87"
"2023/07/07","10:06","0.444","-","0.88"
"2023/07/07","10:12","0.418","-","0.86"
"2023/07/07","10:18","0.393","-","0.76"
"2023/07/07","10:24","0.369","-","0.73"
"2023/07/07","10:30","0.346","-","0.7"
"2023/07/07","10:36","0.325","-","0.76"
"2023/07/07","10:42","0.304","-","0.7"
"2023/07/07","10:48","0.285","-","0.68"
"2023/07/07","10:54","0.268","-","0.65"
"2023/07/07","11:00","0.251","-","0.63"
"2023/07/07","11:06","0.237","-","0.6"
"2023/07/07","11:12","0.224","-","0.65"
"2023/07/07","11:18","0.212","-","0.63"
"2023/07/07","11:24","0.203","-","0.63"
"2023/07/07","11:30","0.195","-","0.59"
"2023/07/07","11:36","0.189","-","0.6"
"2023/07/07","11:42","0.186","-","0.53"
"2023/07/07","11:48","0.184","-","0.6"
"2023/07/07","11:54","0.185","-","0.69"
"2023/07/07","12:00","0.187","-","0.58"
"2023/07/07","12:06","0.192","-","0.57"
"2023/07/07","12:12","0.2","-","0.58"
"2023/07/07","12:18","0.209","-","0.63"
"2023/07/07","12:24","0.221","-","0.61"
"2023/07/07","12:30","0.235","-","0.68"
"2023/07/07","12:36","0.251","-","0.66"
"2023/07/07","12:42","0.27","-","0.63"
"2023/07/07","12:48","0.291","-","0.71"
"2023/07/07","12:54","0.315","-","0.81"
"2023/07/07","13:00","0.34","-","0.7"
"2023/07/07","13:06","0.368","-","0.72"
"2023/07/07","13:12","0.398","-","0.87"
"2023/07/07","13:18","0.43","-","0.83"
"2023/07/07","13:24","0.464","-","0.81"
"2023/07/07","13:30","0.5","-","0.92"
"2023/07/07","13:36","0.538","-","0.94"
"2023/07/07","13:42","0.578","-","0.89"
"2023/07/07","13:48","0.619","-","0.93"
"2023/07/07","13:54","0.662","-","1.13"
"2023/07/07","14:00","0.706","-","1.07"
"2023/07/07","14:06","0.752","-","1.11"
"2023/07/07","14:12","0.799","-","1.13"
"2023/07/07","14:18","0.847","-","1.16"
"2023/07/07","14:24","0.896","-","1.28"
"2023/07/07","14:30","0.947","-","1.29"
"2023/07/07","14:36","0.998","-","1.33"
"2023/07/07","14:42","1.049","-","1.37"
"2023/07/07","14:48","1.102","-","1.48"
"2023/07/07","14:54","1.155","-","1.44"
"2023/07/07","15:00","1.208","-","1.56"
"2023/07/07","15:06","1.262","-","1.57"
"2023/07/07","15:12","1.316","-","1.63"
"2023/07/07","15:18","1.371","-","1.71"
"2023/07/07","15:24","1.425","-","1.72"
"2023/07/07","15:30","1.479","-","1.78"
"2023/07/07","15:36","1.533","-","1.87"
"2023/07/07","15:42","1.587","-","1.92"
"2023/07/07","15:48","1.64","-","1.9"
"2023/07/07","15:54","1.694","-","1.97"
"2023/07/07","16:00","1.746","-","2.06"
"2023/07/07","16:06","1.798","-","2.07"
"2023/07/07","16:12","1.849","-","2.13"
"2023/07/07","16:18","1.9","-","2.14"
"2023/07/07","16:24","1.95","-","2.13"
"2023/07/07","16:30","1.998","-","2.26"
"2023/07/07","16:36","2.046","-","2.38"
"2023/07/07","16:42","2.092","-","2.35"
"2023/07/07","16:48","2.137","-","2.33"
"2023/07/07","16:54","2.181","-","2.42"
"2023/07/07","17:00","2.223","-","2.45"
"2023/07/07","17:06","2.264","-","2.54"
"2023/07/07","17:12","2.303","-","2.55"
"2023/07/07","17:18","2.341","-","2.57"
"2023/07/07","17:24","2.376","-","2.55"
"2023/07/07","17:30","2.41","-","2.62"
"2023/07/07","17:36","2.442","-","2.72"
"2023/07/07","17:42","2.471","-","2.68"
"2023/07/07","17:48","2.499","-","2.65"
"2023/07/07","17:54","2.524","-","2.75"
"2023/07/07","18:00","2.547","-","2.78"
"2023/07/07","18:06","2.567","-","2.82"
"2023/07/07","18:12","2.585","-","2.76"
"2023/07/07","18:18","2.601","-","2.82"
"2023/07/07","18:24","2.614","-","2.81"
"2023/07/07","18:30","2.625","-","2.83"
"2023/07/07","18:36","2.633","-","2.9"
"2023/07/07","18:42","2.638","-","2.82"
"2023/07/07","18:48","2.641","-","2.88"
"2023/07/07","18:54","2.641","-","2.89"
"2023/07/07","19:00","2.639","-","2.84"
"2023/07/07","19:06","2.634","-","2.88"
"2023/07/07","19:12","2.627","-","2.9"
"2023/07/07","19:18","2.617","-","2.87"
"2023/07/07","19:24","2.605","-","2.88"
"2023/07/07","19:30","2.59","-","2.84"
"2023/07/07","19:36","2.573","-","2.86"
"2023/07/07","19:42","2.553","-","2.81"
"2023/07/07","19:48","2.531","-","2.79"
"2023/07/07","19:54","2.507","-","2.84"
"2023/07/07","20:00","2.481","-","2.79"
"2023/07/07","20:06","2.453","-","2.7"
"2023/07/07","20:12","2.423","-","2.69"
"2023/07/07","20:18","2.391","-","2.75"
"2023/07/07","20:24","2.357","-","2.69"
"2023/07/07","20:30","2.322","-","2.62"
"2023/07/07","20:36","2.284","-","2.61"
"2023/07/07","20:42","2.246","-","2.59"
"2023/07/07","20:48","2.205","-","2.57"
"2023/07/07","20:54","2.164","-","2.58"
"2023/07/07","21:00","2.121","-","2.45"
"2023/07/07","21:06","2.076","-","2.38"
"2023/07/07","21:12","2.031","-","2.44"
"2023/07/07","21:18","1.985","-","2.39"
"2023/07/07","21:24","1.937","-","2.32"
"2023/07/07","21:30","1.889","-","2.27"
"2023/07/07","21:36","1.84","-","2.18"
"2023/07/07","21:42","1.79","-","2.22"
"2023/07/07","21:48","1.739","-","2.15"
"2023/07/07","21:54","1.688","-","2.11"
"2023/07/07","22:00","1.637","-","1.99"
"2023/07/07","22:06","1.585","-","2.01"
"2023/07/07","22:12","1.533","-","1.94"
"2023/07/07","22:18","1.48","-","1.87"
"2023/07/07","22:24","1.428","-","1.86"
"2023/07/07","22:30","1.376","-","1.81"
"2023/07/07","22:36","1.324","-","1.75"
"2023/07/07","22:42","1.272","-","1.64"
"2023/07/07","22:48","1.22","-","1.61"
"2023/07/07","22:54","1.169","-","1.65"
"2023/07/07","23:00","1.119","-","1.54"
"2023/07/07","23:06","1.069","-","1.52"
"2023/07/07","23:12","1.02","-","1.4"
"2023/07/07","23:18","0.972","-","1.38"
"2023/07/07","23:24","0.925","-","1.42"
"2023/07/07","23:30","0.879","-","1.31"
"2023/07/07","23:36","0.834","-","1.23"
"2023/07/07","23:42","0.791","-","1.22"
"2023/07/07","23:48","0.749","-","1.11"
"2023/07/07","23:54","0.709","-","1.11"
"2023/07/08","00:00","0.671","-","1.15"
"2023/07/08","00:06","0.634","-","1.05"
"2023/07/08","00:12","0.599","-","0.96"
"2023/07/08","00:18","0.566","-","0.97"
"2023/07/08","00:24","0.535","-","0.92"
"2023/07/08","00:30","0.506","-","0.92"
"2023/07/08","00:36","0.48","-","0.91"
"2023/07/08","00:42","0.455","-","0.82"
"2023/07/08","00:48","0.433","-","0.79"
"2023/07/08","00:54","0.412","-","0.8"
"2023/07/08","01:00","0.394","-","0.79"
"2023/07/08","01:06","0.379","-","0.77"
"2023/07/08","01:12","0.365","-","0.73"
"2023/07/08","01:18","0.354","-","0.73"
"2023/07/08","01:24","0.345","-","0.69"
"2023/07/08","01:30","0.339","-","0.76"
"2023/07/08","01:36","0.334","-","0.65"
"2023/07/08","01:42","0.332","-","0.66"
"2023/07/08","01:48","0.331","-","0.66"
"2023/07/08","01:54","0.333","-","0.68"
"2023/07/08","02:00","0.337","-","0.71"
"2023/07/08","02:06","0.342","-","0.7"
"2023/07/08","02:12","0.35","-","0.7"
"2023/07/08","02:18","0.359","-","0.64"
"2023/07/08","02:24","0.37","-","0.71"
"2023/07/08","02:30","0.383","-","0.71"
"2023/07/08","02:36","0.397","-","0.77"
"2023/07/08","02:42","0.413","-","0.73"
"2023/07/08","02:48","0.43","-","0.66"
"2023/07/08","02:54","0.448","-","0.79"
"2023/07/08","03:00","0.468","-","0.87"
"2023/07/08","03:06","0.489","-","0.78"
"2023/07/08","03:12","0.511","-","0.82"
"2023/07/08","03:18","0.534","-","0.82"
"2023/07/08","03:24","0.558","-","0.87"
"2023/07/08","03:30","0.583","-","0.87"
"2023/07/08","03:36","0.608","-","0.97"
"2023/07/08","03:42","0.634","-","0.94"
"2023/07/08","03:48","0.661","-","0.91"
"2023/07/08","03:54","0.689","-","1.03"
"2023/07/08","04:00","0.717","-","1.07"
"2023/07/08","04:06","0.745","-","1.09"
"2023/07/08","04:12","0.774","-","1.09"
"2023/07/08","04:18","0.803","-","1.07"
"2023/07/08","04:24","0.832","-","1.15"
"2023/07/08","04:30","0.861","-","1.22"
"2023/07/08","04:36","0.891","-","1.28"
"2023/07/08","04:42","0.92","-","1.21"
"2023/07/08","04:48","0.949","-","1.19"
"2023/07/08","04:54","0.978","-","1.35"
"2023/07/08","05:00","1.006","-","1.31"
"2023/07/08","05:06","1.035","-","1.37"
"2023/07/08","05:12","1.062","-","1.42"
"2023/07/08","05:18","1.089","-","1.39"
"2023/07/08","05:24","1.116","-","1.38"
"2023/07/08","05:30","1.142","-","1.45"
"2023/07/08","05:36","1.167","-","1.56"
"2023/07/08","05:42","1.191","-","1.54"
"2023/07/08","05:48","1.214","-","1.52"
"2023/07/08","05:54","1.236","-","1.53"
"2023/07/08","06:00","1.257","-","1.61"
"2023/07/08","06:06","1.277","-","1.6"
"2023/07/08","06:12","1.295","-","1.65"
"2023/07/08","06:18","1.312","-","1.63"
"2023/07/08","06:24","1.328","-","1.63"
"2023/07/08","06:30","1.343","-","1.75"
"2023/07/08","06:36","1.356","-","1.71"
"2023/07/08","06:42","1.368","-","1.72"
"2023/07/08","06:48","1.378","-","1.71"
"2023/07/08","06:54","1.387","-","1.71"
"2023/07/08","07:00","1.394","-","1.73"
"2023/07/08","07:06","1.4","-","1.76"
"2023/07/08","07:12","1.404","-","1.71"
"2023/07/08","07:18","1.407","-","1.73"
"2023/07/08","07:24","1.408","-","1.72"
"2023/07/08","07:30","1.408","-","1.77"
"2023/07/08","07:36","1.406","-","1.72"
